seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
bacteria--NZ_CVMG01000001.1||0_partial	0.880	0.000	0.880	dsDNAphage	17993	6	32.100	28.600
bacteria--NZ_CFTQ01000001.1||0_partial	0.913	0.000	0.913	dsDNAphage	16987	3	21.900	31.200
bacteria--NZ_CGEQ01000001.1||0_partial	0.880	0.000	0.880	dsDNAphage	14561	3	19.400	32.300
bacteria--NZ_CFVU01000001.1||0_partial	0.907	0.000	0.907	dsDNAphage	78811	32	51.500	17.500
bacteria--NZ_CIAV01000001.1||0_partial	0.900	0.000	0.900	dsDNAphage	73323	21	46.200	25.300
bacteria--NZ_CIBQ01000018.1||0_partial	0.893	0.000	0.893	dsDNAphage	96249	19	26.800	42.000
bacteria--NZ_CP023771.1||0_partial	0.927	0.000	0.927	dsDNAphage	138088	8	27.500	24.000
bacteria--NZ_CP023771.1||1_partial	0.907	0.000	0.907	dsDNAphage	121650	13	31.900	22.200
bacteria--NZ_CHEI01000001.1||0_partial	0.853	0.000	0.853	dsDNAphage	46055	2	22.900	28.600
bacteria--NZ_CHEI01000001.1||1_partial	0.887	0.013	0.887	dsDNAphage	12525	1	21.900	25.000
bacteria--NZ_CIGN01000001.1||0_partial	0.907	0.000	0.907	dsDNAphage	95621	18	36.800	23.300
bacteria--NZ_CIGZ01000001.1||0_partial	0.860	0.000	0.860	dsDNAphage	14513	1	26.900	26.900
bacteria--NZ_CGLB01000010.1||0_partial	0.900	0.000	0.900	dsDNAphage	89800	13	28.300	36.700
bacteria--NZ_CGKZ01000001.1||0_partial	0.993	0.007	0.993	dsDNAphage	30174	12	52.300	9.100
bacteria--NZ_CGTJ01000017.1||0_partial	0.993	0.020	0.993	dsDNAphage	24539	10	66.700	11.100
bacteria--NZ_CGPZ01000001.1||0_partial	0.887	0.013	0.887	dsDNAphage	12612	1	29.200	25.000
bacteria--NZ_CGUO01000003.1||0_partial	0.907	0.000	0.907	dsDNAphage	122031	19	31.000	37.400
bacteria--NZ_CVDQ01000006.1||0_partial	0.993	0.013	0.993	dsDNAphage	18518	8	59.100	9.100
bacteria--NZ_CGUM01000010.1||0_partial	0.900	0.000	0.900	dsDNAphage	83336	13	29.500	35.700
bacteria--NZ_CVCD01000017.1||0_partial	0.993	0.020	0.993	dsDNAphage	24536	10	66.700	11.100
bacteria--NZ_CTCV01000034.1||0_partial	0.933	0.000	0.933	dsDNAphage	25905	2	16.700	26.200
bacteria--NZ_CIDY01000002.1||0_partial	0.893	0.000	0.893	dsDNAphage	16972	3	24.200	30.300
bacteria--NZ_KQ474099.1||0_partial	0.993	0.040	0.993	dsDNAphage	46563	8	63.600	6.800
bacteria--NZ_LLJK01000001.1||0_partial	0.900	0.000	0.900	dsDNAphage	34939	5	30.400	21.800
bacteria--NZ_CZNX01000030.1||0_partial	0.980	0.007	0.980	dsDNAphage	11324	3	58.300	8.300
bacteria--NZ_JRSN01000068.1||0_partial	0.853	0.000	0.853	dsDNAphage	85416	7	25.700	37.100
bacteria--NZ_LLHY01000380.1||0_partial	0.907	0.007	0.907	dsDNAphage	12658	1	25.900	33.300
bacteria--NZ_LIVB01000001.1||0_partial	0.893	0.000	0.893	dsDNAphage	21920	2	22.500	50.000
bacteria--NZ_CP013021.1||0_partial	0.900	0.000	0.900	dsDNAphage	69074	8	26.700	27.900
bacteria--NZ_CP013147.1||0_partial	0.933	0.000	0.933	dsDNAphage	39798	5	20.000	21.800
bacteria--NZ_CP013147.1||1_partial	0.973	0.000	0.973	dsDNAphage	22162	1	7.700	13.500
bacteria--NZ_LJZK01000058.1||0_partial	0.907	0.013	0.907	dsDNAphage	42043	2	32.200	33.900
bacteria--NZ_LJZL01000025.1||0_partial	0.907	0.000	0.907	dsDNAphage	51979	14	37.700	23.200
bacteria--NZ_LLOZ01000045.1||0_partial	0.887	0.000	0.887	dsDNAphage	24461	5	26.800	31.700
bacteria--NZ_LLPE01000092.1||0_partial	0.907	0.000	0.907	dsDNAphage	44850	12	38.600	33.300
bacteria--NZ_LLRN01000032.1||0_partial	0.913	0.000	0.913	dsDNAphage	17411	1	28.600	31.400
bacteria--NZ_LLRX01000105.1||0_partial	0.980	0.007	0.980	dsDNAphage	25877	6	65.500	10.300
bacteria--NZ_LLRY01000001.1||0_partial	0.900	0.000	0.900	dsDNAphage	108202	12	31.100	36.400
archaea--NZ_JH597770.1||0_partial	0.867	0.000	0.867	dsDNAphage	64990	5	25.600	8.900
archaea--NC_018719.1||0_partial	0.833	0.000	0.833	dsDNAphage	49676	2	21.800	10.900
archaea--NZ_CP011055.1||0_partial	0.867	0.000	0.867	dsDNAphage	28811	1	16.000	6.000
archaea--NZ_JJPN01000068.1||0_partial	0.833	0.000	0.833	dsDNAphage	14594	2	12.500	25.000
archaea--NZ_BBBG01000005.1||0_partial	0.987	0.000	0.987	dsDNAphage	53723	6	21.600	8.000
archaea--NZ_LKIR01000126.1||0_partial	0.973	0.000	0.973	dsDNAphage	10700	1	14.300	0.000
archaea--NZ_LPRY01000006.1||0_partial	0.880	0.000	0.880	dsDNAphage	42158	2	10.500	5.200
archaea--NZ_CP020360.1||0_partial	0.887	0.000	0.887	dsDNAphage	77316	2	25.300	16.800
archaea--NZ_CP020360.1||1_partial	0.840	0.000	0.840	dsDNAphage	32737	1	7.800	7.800
archaea--NZ_CP020360.1||2_partial	0.887	0.000	0.887	dsDNAphage	16332	1	11.400	8.600
archaea--NZ_CP020361.1||0_partial	0.907	0.000	0.907	dsDNAphage	75314	2	25.500	16.000
archaea--NZ_CP020361.1||1_partial	0.820	0.000	0.820	dsDNAphage	32178	1	7.900	7.900
archaea--NZ_CP020361.1||2_partial	0.853	0.040	0.853	dsDNAphage	14203	1	11.400	5.700
archaea--NZ_CP020362.1||0_partial	0.893	0.000	0.893	dsDNAphage	61260	2	14.600	6.800
archaea--NZ_CP020362.1||1_partial	0.953	0.000	0.953	dsDNAphage	37564	2	42.300	7.700
archaea--NZ_QPLQ01000001.1||0_partial	0.907	0.007	0.907	dsDNAphage	51424	3	21.800	14.100
archaea--NZ_QPLV01000003.1||0_partial	0.913	0.000	0.913	dsDNAphage	55010	3	30.000	11.500
archaea--NZ_ML219773.1||0_partial	0.920	0.000	0.920	dsDNAphage	45218	4	19.000	9.500
archaea--NZ_SZNO01000001.1||0_partial	0.907	0.000	0.907	dsDNAphage	50554	4	20.500	15.100
archaea--NZ_SZNO01000001.1||1_partial	0.947	0.007	0.947	dsDNAphage	40646	3	18.500	9.200
archaea--NZ_SGXV01000003.1||0_partial	0.927	0.007	0.927	dsDNAphage	89064	4	14.200	3.900
archaea--NZ_CEML01000002.1||0_partial	0.980	0.040	0.980	dsDNAphage	44659	4	25.400	0.000
archaea--NZ_FNVN01000002.1||0_partial	0.900	0.000	0.900	dsDNAphage	88433	8	28.600	11.100
archaea--NZ_CAAGSW010000005.1||0_partial	0.880	0.000	0.880	dsDNAphage	49903	4	20.000	13.700
plasmid--NC_007720.1||0_partial	0.340	0.907	0.907	ssDNA	1890	1	33.300	16.700
plasmid--NC_017060.1||0_partial	0.900	0.000	0.900	dsDNAphage	139837	11	24.800	41.400
plasmid--NZ_CP009567.1||0_partial	0.873	0.000	0.873	dsDNAphage	18541	1	13.600	27.300
plasmid--NZ_CP009567.1||1_partial	0.953	0.000	0.953	dsDNAphage	23018	1	15.800	26.300
plasmid--NC_019763.1||0_partial	0.860	0.000	0.860	dsDNAphage	19373	1	25.000	10.700
plasmid--NZ_CP006661.1||0_partial	0.960	0.000	0.960	dsDNAphage	50678	1	13.800	26.600
plasmid--NZ_CP006661.1||1_partial	0.900	0.000	0.900	dsDNAphage	28495	1	18.400	22.400
plasmid--NC_021279.1||0_partial	0.893	0.000	0.893	dsDNAphage	72756	1	12.000	13.000
plasmid--NZ_CP004860.1||0_partial	0.880	0.007	0.880	dsDNAphage	20505	1	41.700	19.400
plasmid--NZ_CP010369.1||0_partial	0.867	0.007	0.867	dsDNAphage	12253	1	25.900	33.300
plasmid--NZ_CP010420.1||0_partial	0.840	0.007	0.840	dsDNAphage	13707	1	25.900	22.200
plasmid--NZ_CP011808.2||0_partial	0.900	0.020	0.900	dsDNAphage	7694	1	4.500	9.100
plasmid--NZ_CP012754.1||0_partial	0.900	0.000	0.900	dsDNAphage	27608	1	18.200	29.500
plasmid--NZ_CP013324.1||0_partial	0.953	0.007	0.953	dsDNAphage	32001	1	16.300	14.000
plasmid--NZ_CP013324.1||1_partial	0.920	0.000	0.920	dsDNAphage	19376	1	15.200	28.300
plasmid--NZ_LN868944.1||0_partial	0.900	0.000	0.900	dsDNAphage	45980	5	21.900	45.300
plasmid--NZ_CP013487.1||0_partial	0.933	0.000	0.933	dsDNAphage	60224	2	14.000	20.400
plasmid--NZ_CP013966.1||0_partial	0.913	0.000	0.913	dsDNAphage	45497	1	14.700	22.100
plasmid--NZ_AP014705.1||0_partial	0.933	0.000	0.933	dsDNAphage	62710	5	27.500	18.700
plasmid--NZ_CP017077.1||0_partial	0.873	0.000	0.873	dsDNAphage	16778	1	15.200	24.200
plasmid--NZ_CP019001.1||0_partial	0.927	0.000	0.927	dsDNAphage	19771	1	12.800	25.500
plasmid--NZ_CP020429.1||0_partial	0.900	0.000	0.900	dsDNAphage	20802	1	23.300	23.300
plasmid--NZ_CP021695.1||0_partial	0.987	0.000	0.987	dsDNAphage	35300	1	12.500	25.000
plasmid--NZ_CP021695.1||1_partial	0.860	0.000	0.860	dsDNAphage	21579	1	16.300	30.600
protist--NW_001581391.1||0_partial	0.867	0.060	0.867	dsDNAphage	14922	1	10.700	7.100
protist--NW_001581489.1||0_partial	0.853	0.000	0.853	dsDNAphage	20908	1	16.100	3.200
bacteria--NZ_JWGI01000004.1||lt2gene	nan	nan	nan	dsDNAphage	3348	1	100.000	0.000
bacteria--NZ_CDGW01000156.1||lt2gene	nan	nan	nan	dsDNAphage	3739	1	50.000	0.000
protist--NW_001578591.1||lt2gene	nan	nan	nan	dsDNAphage	3099	1	50.000	0.000
protist--NW_001578596.1||lt2gene	nan	nan	nan	dsDNAphage	3103	1	50.000	0.000
protist--NW_001578662.1||lt2gene	nan	nan	nan	dsDNAphage	3171	1	50.000	0.000
protist--NW_001578679.1||lt2gene	nan	nan	nan	dsDNAphage	3187	1	50.000	0.000
protist--NW_001578712.1||lt2gene	nan	nan	nan	dsDNAphage	3238	1	50.000	0.000
